Date,SHIBOR3M,AA10Y,AA+10Y,A10Y,A+10Y,AA-10Y,AAA10Y,AAA2Y,A2Y,A+10Y,AA-2Y,AA2Y,A+2Y,AAA6M,CGB6M,CGB3M,CGB2Y,CGB10Y
2019-08-05,2.646,5.3383,4.6983,11.3683,9.4183,7.3783,4.2783,3.3447,9.8428,7.8699,5.823,3.8064,3.4842,2.8855,2.3538,2.315,2.7452,3.0561
2019-08-06,2.635,5.3327,4.6927,11.3627,9.4127,7.3727,4.2727,3.3432,9.7962,7.8224,5.82,3.7922,3.4841,2.8662,2.367,2.3103,2.7453,3.0593
2019-08-07,2.623,5.344,4.704,11.374,9.424,7.384,4.284,3.3181,9.7836,7.8097,5.8124,3.819,3.477,2.8686,2.3841,2.3513,2.7431,3.0511
2019-08-08,2.618,5.3274,4.6874,11.3574,9.4074,7.3674,4.2674,3.3097,9.7763,7.8018,5.7869,3.7949,3.4665,2.8808,2.3875,2.3441,2.7304,3.051
2019-08-09,2.618,5.3124,4.6624,11.3324,9.3824,7.3424,4.2524,3.3006,9.775,7.8004,5.8041,3.7966,3.46,2.9036,2.4004,2.3378,2.6882,3.0274
2019-08-12,2.625,5.3103,4.6603,11.3303,9.3803,7.3403,4.2503,3.3106,9.7878,7.8131,5.7979,3.777,3.4537,2.9187,2.4,2.3571,2.6934,3.0388
2019-08-13,2.644,5.2977,4.6477,11.3177,9.3677,7.3277,4.2377,3.2957,9.7997,7.8261,5.7943,3.7736,3.435,2.9122,2.4198,2.3631,2.7011,3.0067
2019-08-14,2.656,5.2923,4.6423,11.3123,9.3623,7.3223,4.2323,3.2696,9.792,7.8179,5.7598,3.7663,3.4285,2.9207,2.4051,2.3725,2.6964,3.0023
2019-08-15,2.661,5.293,4.643,11.313,9.363,7.323,4.233,3.299,9.777,7.8029,5.7607,3.7933,3.4458,2.9055,2.4539,2.3655,2.6938,3.0115
2019-08-16,2.666,5.2886,4.6386,11.3086,9.3586,7.3186,4.2286,3.2781,9.7729,7.7989,5.724,3.7398,3.4298,2.9075,2.4535,2.4004,2.7028,3.0216
2019-08-19,2.669,5.2975,4.6475,11.3175,9.3675,7.3275,4.2375,3.2995,9.7758,7.8027,5.726,3.7506,3.4428,2.9309,2.4867,2.3988,2.6919,3.022
2019-08-20,2.671,5.3108,4.6608,11.3308,9.3808,7.3408,4.2508,3.3101,9.7676,7.7947,5.7292,3.7465,3.4342,2.9439,2.4697,2.4055,2.6982,3.0324
2019-08-21,2.674,5.3056,4.6556,11.3256,9.3756,7.3356,4.2456,3.3132,9.7516,7.7783,5.7214,3.7214,3.4365,2.9182,2.493,2.3536,2.7242,3.0591
2019-08-22,2.682,5.3236,4.6736,11.3436,9.3936,7.3536,4.2636,3.3156,9.7615,7.7885,5.712,3.7163,3.4379,2.9071,2.5152,2.43,2.7111,3.0618
2019-08-23,2.69,5.3116,4.6616,11.3316,9.3816,7.3416,4.2516,3.3127,9.7539,7.781,5.7071,3.71,3.4396,2.9181,2.5175,2.4264,2.7113,3.0616
2019-08-26,2.694,5.311,4.661,11.331,9.381,7.341,4.251,3.3303,9.7648,7.792,5.7275,3.7275,3.4565,2.9473,2.528,2.4303,2.6903,3.0444
2019-08-27,2.7,5.3208,4.6708,11.3408,9.3908,7.3508,4.2608,3.3174,9.7428,7.7692,5.7105,3.7122,3.4657,2.9687,2.5804,2.4215,2.6684,3.052
2019-08-28,2.702,5.305,4.655,11.325,9.375,7.335,4.245,3.2959,9.7507,7.7774,5.7115,3.7363,3.4878,2.9743,2.5771,2.3836,2.707,3.0547
2019-08-29,2.7002,5.3223,4.6823,11.3523,9.4023,7.3623,4.2623,3.3162,9.7606,7.7879,5.7372,3.7396,3.4757,2.9399,2.5455,2.4093,2.69,3.0284
2019-08-30,2.701,5.3179,4.6779,11.3479,9.3979,7.3579,4.2579,3.3126,9.7512,7.7775,5.7348,3.7501,3.4675,3.0249,2.5589,2.424,2.7183,3.0566
2019-09-02,2.7,5.3322,4.6922,11.3622,9.4122,7.3722,4.2722,3.3275,9.7566,7.7838,5.7339,3.7593,3.4669,2.9937,2.5452,2.4791,2.6942,3.0633
2019-09-03,2.701,5.3317,4.6917,11.3717,9.4217,7.3817,4.2717,3.3219,9.768,7.7954,5.7461,3.7409,3.4718,2.9668,2.5344,2.4656,2.7372,3.0672
2019-09-04,2.702,5.3109,4.6709,11.3509,9.4009,7.3609,4.2509,3.3431,9.776,7.8037,5.7534,3.7421,3.4913,2.9708,2.53,2.4493,2.7332,3.0588
2019-09-05,2.704,5.2901,4.6501,11.3301,9.3801,7.3401,4.2301,3.3288,9.761,7.7887,5.7664,3.7531,3.4719,2.9632,2.5037,2.428,2.6976,3.0218
2019-09-06,2.708,5.3081,4.6681,11.3481,9.3981,7.3581,4.2481,3.3129,9.7351,7.7625,5.7496,3.7442,3.4596,2.9715,2.5244,2.4321,2.6904,3.0149
2019-09-09,2.707,5.2875,4.6475,11.3175,9.3675,7.3275,4.2275,3.3061,9.7445,7.7718,5.7815,3.7616,3.4649,2.9966,2.4907,2.4013,2.6826,3.0247
2019-09-10,2.707,5.2865,4.6465,11.3165,9.3665,7.3265,4.2265,3.2995,9.7484,7.7757,5.7944,3.7623,3.4485,2.9871,2.4996,2.4016,2.6892,3.0472
2019-09-11,2.707,5.2854,4.6454,11.3154,9.3654,7.3254,4.2254,3.2977,9.743,7.7697,5.7645,3.7612,3.4373,2.9909,2.4957,2.3909,2.6861,3.0523
2019-09-12,2.709,5.295,4.655,11.325,9.375,7.335,4.235,3.2948,9.7292,7.7559,5.7586,3.7565,3.4414,2.9761,2.4828,2.4104,2.6869,3.085
2019-09-13,,,,,,,,,,,,,,,,,,
2019-09-16,2.71,5.2716,4.6316,11.3016,9.3516,7.3116,4.2116,3.3077,9.7516,7.7786,5.7748,3.7581,3.4449,2.9566,2.4774,2.4081,2.6867,3.0925
2019-09-17,2.708,5.2605,4.6205,11.2905,9.3405,7.3005,4.2005,3.2903,9.7319,7.7587,5.746,3.73,3.4209,2.9395,2.4818,2.3912,2.6826,3.1076
2019-09-18,2.706,5.257,4.617,11.287,9.337,7.297,4.197,3.2975,9.7559,7.7833,5.7668,3.7474,3.4396,2.9307,2.4979,2.3527,2.6728,3.1327
2019-09-19,2.709,5.2534,4.6134,11.2834,9.3334,7.2934,4.1934,3.2997,9.7299,7.757,5.7489,3.7307,3.4468,2.9406,2.4967,2.3539,2.6681,3.1102
2019-09-20,2.717,5.2633,4.6233,11.2933,9.3433,7.3033,4.2033,3.3161,9.758,7.7858,5.765,3.7415,3.465,2.934,2.4786,2.3451,2.6479,3.1005
2019-09-23,2.725,5.2734,4.6334,11.3034,9.3534,7.3134,4.2134,3.3125,9.7788,7.8062,5.7656,3.7422,3.4709,2.9831,2.4929,2.2976,2.6541,3.1034
2019-09-24,2.729,5.2641,4.6241,11.2941,9.3441,7.3041,4.2041,3.3131,9.7755,7.8022,5.7611,3.7486,3.4724,3.0473,2.4864,2.295,2.6567,3.1181
2019-09-25,2.729,5.2538,4.6138,11.2838,9.3338,7.2938,4.1938,3.3303,9.7861,7.8127,5.7707,3.7411,3.4815,3.0558,2.485,2.3232,2.6449,3.116
2019-09-26,2.732,5.2372,4.5972,11.2672,9.3172,7.2772,4.1772,3.3335,9.7788,7.805,5.7721,3.7695,3.4878,3.0522,2.4936,2.3142,2.6587,3.1366
2019-09-27,2.726,5.228,4.588,11.258,9.308,7.268,4.168,3.3347,9.7754,7.8025,5.7666,3.7514,3.4863,2.9852,2.4831,2.2919,2.6497,3.1478
2019-09-30,2.728,5.2145,4.5745,11.2445,9.2945,7.2545,4.1545,3.3265,9.7581,7.7845,5.754,3.7331,3.4815,3.0119,2.3854,2.2341,2.6665,3.1559
2019-10-01,,,,,,,,,,,,,,,,,,
2019-10-02,,,,,,,,,,,,,,,,,,
2019-10-03,,,,,,,,,,,,,,,,,,
2019-10-04,,,,,,,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,,,,,,,
2019-10-08,2.724,5.2184,4.5784,11.2484,9.2984,7.2584,4.1584,3.3261,9.7428,7.7688,5.7443,3.7196,3.4679,3.0053,2.4487,2.2774,2.6733,3.1143
2019-10-09,2.72,5.2286,4.5886,11.2586,9.3086,7.2686,4.1686,3.3168,9.7617,7.7882,5.7569,3.7269,3.4572,3.0083,2.4398,2.2586,2.6647,3.1052
2019-10-10,2.718,5.245,4.605,11.275,9.325,7.285,4.185,3.3167,9.7613,7.7875,5.7473,3.7182,3.4685,3.0252,2.4278,2.2692,2.6697,3.1342
2019-10-11,2.718,5.2573,4.6173,11.2873,9.3373,7.2973,4.1973,3.3123,9.7468,7.7728,5.7329,3.7214,3.4493,3.0313,2.3801,2.2419,2.664,3.1545
2019-10-14,2.722,5.2653,4.6253,11.2953,9.3453,7.3053,4.2053,3.3133,9.7452,7.7708,5.7497,3.7242,3.4683,3.0468,2.4528,2.2937,2.6682,3.1644
2019-10-15,2.731,5.2982,4.6582,11.3282,9.3782,7.3382,4.2382,3.3291,9.7299,7.755,5.7551,3.7186,3.4741,3.0681,2.4444,2.3711,2.6437,3.1719
2019-10-16,2.732,5.3056,4.6656,11.3356,9.3856,7.3456,4.2456,3.3281,9.7305,7.7556,5.7779,3.7362,3.4818,3.0593,2.4458,2.2794,2.6782,3.1712
2019-10-17,2.736,5.3081,4.6681,11.3381,9.3881,7.3481,4.2481,3.3281,9.7246,7.7501,5.7776,3.7331,3.4821,3.0516,2.4751,2.2696,2.6752,3.1552
2019-10-18,2.746,5.3144,4.6744,11.3444,9.3944,7.3544,4.2544,3.3292,9.7152,7.7406,5.7755,3.7458,3.477,3.0464,2.4919,2.2498,2.664,3.1822
2019-10-21,2.763,5.3107,4.6707,11.3407,9.3907,7.3507,4.2507,3.3532,9.7158,7.7412,5.7661,3.7477,3.4951,3.0705,2.4862,2.3731,2.6813,3.2157
2019-10-22,2.793,5.3325,4.6925,11.3625,9.4125,7.3725,4.2725,3.3755,9.7211,7.7471,5.7571,3.7298,3.5056,3.0889,2.5183,2.3837,2.7115,3.2251
2019-10-23,2.808,5.3285,4.6785,11.3585,9.4085,7.3685,4.2585,3.4016,9.7131,7.7385,5.7369,3.7244,3.5328,3.0954,2.4835,2.3177,2.7171,3.2179
2019-10-24,2.824,5.3548,4.7048,11.3848,9.4348,7.3948,4.2848,3.4105,9.73,7.7556,5.721,3.708,3.5365,3.0892,2.5331,2.4106,2.7293,3.2225
2019-10-25,2.831,5.3712,4.7212,11.4012,9.4512,7.4112,4.3012,3.4236,9.752,7.7779,5.7366,3.7074,3.5463,3.084,2.5183,2.4317,2.7196,3.2382
2019-10-28,2.84,5.391,4.741,11.421,9.471,7.431,4.321,3.4472,9.7377,7.7632,5.7535,3.7161,3.5585,3.1053,2.4841,2.4313,2.7301,3.2925
2019-10-29,2.847,5.397,4.747,11.427,9.477,7.437,4.327,3.4661,9.7487,7.7745,5.7645,3.7212,3.5954,3.1231,2.5781,2.4645,2.7457,3.2988
2019-10-30,2.864,5.397,4.747,11.427,9.477,7.437,4.327,3.4943,9.7591,7.7851,5.776,3.7363,3.5883,3.1279,2.5989,2.485,2.8111,3.3411
2019-10-31,2.887,5.3999,4.7499,11.4299,9.4799,7.4399,4.3299,3.5291,9.8026,7.8292,5.8293,3.7916,3.6594,3.1209,2.6165,2.4839,2.7846,3.3032
2019-11-01,2.897,5.4331,4.7831,11.4631,9.5131,7.4731,4.3631,3.5273,9.8134,7.8395,5.8478,3.8203,3.6764,3.1583,2.6225,2.5019,2.7771,3.2812
2019-11-04,2.919,5.4202,4.7702,11.4502,9.5002,7.4602,4.3502,3.514,9.7878,7.8134,5.8388,3.8134,3.6657,3.1805,2.6498,2.4934,2.7639,3.2954
2019-11-05,2.933,5.4129,4.7629,11.4429,9.4929,7.4529,4.3429,3.5109,9.7826,7.808,5.8479,3.8336,3.6629,3.1911,2.6267,2.4665,2.739,3.2559
2019-11-06,2.948,5.4125,4.7625,11.4425,9.4925,7.4525,4.3425,3.4993,9.8064,7.8324,5.8669,3.8596,3.6581,3.1713,2.5993,2.492,2.7923,3.2498
2019-11-07,2.953,5.3952,4.7452,11.4252,9.4752,7.4352,4.3252,3.4834,9.798,7.824,5.8458,3.8435,3.6453,3.1872,2.6344,2.5316,2.7593,3.2586
2019-11-08,2.953,5.3813,4.7313,11.4113,9.4613,7.4213,4.3113,3.4647,9.7778,7.8034,5.8133,3.8052,3.6177,3.1982,2.6318,2.5372,2.7803,3.2768
2019-11-11,2.955,5.3594,4.7094,11.3894,9.4394,7.3994,4.2894,3.4681,9.8033,7.8296,5.818,3.809,3.6378,3.203,2.5748,2.5219,2.7823,3.2521
2019-11-12,2.965,5.3424,4.6824,11.3824,9.4324,7.3924,4.2824,3.4746,9.8049,7.8314,5.8392,3.7838,3.6402,3.232,2.5461,2.4823,2.7971,3.2575
2019-11-13,2.981,5.3427,4.6827,11.3827,9.4327,7.3927,4.2827,3.4636,9.7906,7.8165,5.8313,3.7768,3.6113,3.2438,2.592,2.4858,2.7909,3.247
2019-11-14,3,5.3421,4.6821,11.3821,9.4321,7.3921,4.2821,3.4627,9.7756,7.8012,5.8314,3.786,3.6034,3.2642,2.6552,2.5189,2.7941,3.2643
2019-11-15,3.02,5.3426,4.6826,11.3826,9.4326,7.3926,4.2826,3.459,9.7778,7.8032,5.8287,3.7805,3.5836,3.275,2.6415,2.5418,2.7803,3.2472
2019-11-18,3.032,5.3419,4.6819,11.3819,9.4319,7.3919,4.2819,3.455,9.7746,7.7998,5.8149,3.7731,3.5683,3.2815,2.666,2.5082,2.7616,3.2074
2019-11-19,3.033,5.3182,4.6682,11.3682,9.4182,7.3782,4.2682,3.4284,9.7603,7.7854,5.7906,3.7617,3.5557,3.2737,2.6136,2.5033,2.7433,3.1802
2019-11-20,3.032,5.3252,4.6752,11.3752,9.4252,7.3852,4.2752,3.4254,9.7499,7.7752,5.7718,3.7321,3.5483,3.2663,2.554,2.4699,2.7482,3.1767
2019-11-21,3.034,5.3042,4.6542,11.3542,9.4042,7.3642,4.2542,3.4187,9.7271,7.7525,5.7486,3.7191,3.5376,3.2526,2.611,2.4791,2.718,3.1786
2019-11-22,3.037,5.3146,4.6646,11.3646,9.4146,7.3746,4.2646,3.4126,9.7141,7.7397,5.7353,3.7124,3.5172,3.2453,2.5547,2.4861,2.7304,3.1824
2019-11-25,3.029,5.3024,4.6524,11.3524,9.4024,7.3624,4.2524,3.4143,9.7067,7.7318,5.7462,3.7067,3.5214,3.2277,2.5667,2.4731,2.7495,3.1904
2019-11-26,3.02,5.3108,4.6608,11.3608,9.4108,7.3708,4.2608,3.4077,9.7186,7.7439,5.7457,3.7092,3.5154,3.2097,2.5539,2.4722,2.7443,3.172
2019-11-27,3.019,5.3171,4.6671,11.3671,9.4171,7.3771,4.2671,3.4093,9.72,7.7453,5.7434,3.681,3.5257,3.2045,2.5537,2.4607,2.7436,3.1708
2019-11-28,3.016,5.32,4.67,11.37,9.42,7.38,4.27,3.3933,9.712,7.7372,5.7308,3.6691,3.5181,3.1861,2.5774,2.4684,2.7356,3.1701
2019-11-29,3.017,5.3289,4.6789,11.3789,9.4289,7.3889,4.2789,3.3899,9.7002,7.7248,5.7361,3.6845,3.5053,3.1807,2.5597,2.4477,2.7544,3.1649
2019-12-02,3.017,5.3253,4.6753,11.3753,9.4253,7.3853,4.2753,3.398,9.7132,7.7388,5.7534,3.6944,3.5119,3.1724,2.5404,2.4475,2.7623,3.1954
2019-12-03,3.015,5.306,4.656,11.356,9.406,7.366,4.256,3.4067,9.7106,7.736,5.7555,3.7101,3.5106,3.1845,2.5463,2.4314,2.7467,3.1802
2019-12-04,3.019,5.3256,4.6756,11.3756,9.4256,7.3856,4.2756,3.3965,9.7253,7.7511,5.7543,3.7017,3.5057,3.1849,2.5389,2.467,2.7429,3.1751
2019-12-05,3.022,5.3449,4.6949,11.3949,9.4449,7.4049,4.2849,3.379,9.725,7.751,5.7627,3.6962,3.5098,3.1595,2.5325,2.4885,2.7381,3.1753
2019-12-06,3.0245,5.3479,4.6979,11.3979,9.4479,7.4079,4.2879,3.3739,9.6985,7.7239,5.7471,3.6976,3.4921,3.1584,2.5392,2.4904,2.7453,3.1906
2019-12-09,3.025,5.3331,4.6931,11.3931,9.3931,7.3931,4.2731,3.3937,9.6691,7.6489,5.7608,3.6979,3.509,3.1684,2.5684,2.4718,2.7439,3.1901
2019-12-10,3.028,5.3427,4.7027,11.4027,9.4027,7.4027,4.2827,3.4007,9.6758,7.6758,5.7764,3.717,3.5173,3.1788,2.566,2.4943,2.7189,3.1804
2019-12-11,3.03,5.3441,4.7041,11.3941,9.3941,7.3941,4.2841,3.3946,9.6661,7.6661,5.7758,3.724,3.514,3.175,2.5536,2.4959,2.7294,3.1705
2019-12-12,3.0305,5.3318,4.6918,11.3818,9.3818,7.3818,4.2718,3.3816,9.6462,7.6462,5.7737,3.7241,3.4916,3.1849,2.5646,2.4875,2.7037,3.1654
2019-12-13,3.0325,5.3361,4.6961,11.3861,9.3861,7.3861,4.2761,3.3732,9.6433,7.6433,5.7602,3.718,3.5065,3.1774,2.5689,2.4725,2.7114,3.1834
2019-12-16,3.0324,5.3501,4.7101,11.4001,9.4001,7.4001,4.2901,3.3975,9.6359,7.6359,5.7702,3.7358,3.5156,3.1764,2.5803,2.4659,2.7137,3.186
2019-12-17,3.036,5.3262,4.6862,11.3762,9.3762,7.3762,4.2662,3.3929,9.6356,7.6356,5.7694,3.7366,3.5229,3.1815,2.4977,2.4489,2.7341,3.2088
2019-12-18,3.04,5.3469,4.7069,11.3969,9.3969,7.3969,4.2769,3.4023,9.6346,7.6346,5.7784,3.7486,3.5311,3.1866,2.523,2.419,2.7091,3.2116
2019-12-19,3.043,5.3294,4.6894,11.3794,9.3794,7.3794,4.2594,3.4093,9.6301,7.6301,5.7738,3.7364,3.5087,3.1771,2.5153,2.4476,2.699,3.2147
2019-12-20,3.041,5.3388,4.6988,11.3888,9.3888,7.3888,4.2688,3.3876,9.6361,7.6361,5.7672,3.7094,3.4975,3.1757,2.5152,2.4439,2.6843,3.1768
2019-12-23,3.04,5.3266,4.6866,11.3766,9.3766,7.3766,4.2566,3.3949,9.6477,7.6477,5.7593,3.7039,3.5017,3.1808,2.4951,2.3842,2.66,3.167
2019-12-24,3.0335,5.3138,4.6738,11.3638,9.3638,7.3638,4.2438,3.3978,9.6435,7.6435,5.7454,3.6842,3.5105,3.1445,2.4493,2.3594,2.6427,3.1563
2019-12-25,3.0325,5.3234,4.6834,11.3734,9.3734,7.3734,4.2534,3.3707,9.6247,7.6247,5.7181,3.663,3.4874,3.1299,2.373,2.3184,2.63,3.1443
2019-12-26,3.0295,5.3301,4.6901,11.3801,9.3801,7.3801,4.2601,3.3495,9.6347,7.6347,5.7063,3.6558,3.4677,3.0732,2.3332,2.2571,2.6242,3.1171
2019-12-27,3.0255,5.3316,4.6916,11.3816,9.3816,7.3816,4.2616,3.3486,9.6333,7.6333,5.6956,3.6553,3.4404,3.0493,2.2642,2.0778,2.5864,3.1326
2019-12-30,3.021,5.3086,4.6686,11.3586,9.3586,7.3586,4.2386,3.3423,9.6298,7.6298,5.6781,3.642,3.4376,3.0157,2.2698,1.9739,2.6131,3.1318
2019-12-31,3.02,5.2981,4.6581,11.3481,9.3481,7.3481,4.2281,3.3181,9.6251,7.6251,5.6818,3.6453,3.4408,3.0111,2.2131,1.9726,2.5347,3.1354
2020-01-01,,,,,,,,,,,,,,,,,,
2020-01-02,2.994,5.2865,4.6465,11.3365,9.3365,7.3365,4.2165,3.3195,9.635,7.635,5.7019,3.6273,3.4275,2.9953,2.2782,2.0521,2.542,3.15
2020-01-03,2.96,5.2723,4.6323,11.3223,9.3223,7.3223,4.2023,3.2711,9.6068,7.6068,5.6625,3.5934,3.3794,2.9575,2.3152,2.0842,2.5731,3.1498
2020-01-06,2.92,5.2772,4.6372,11.3272,9.3272,7.3272,4.2072,3.2504,9.6413,7.6413,5.6482,3.5605,3.3783,2.8956,2.2905,2.0955,2.5391,3.1312
2020-01-07,2.899,5.2782,4.6382,11.3282,9.3282,7.3282,4.2082,3.2465,9.6034,7.6034,5.6378,3.6004,3.3578,2.8931,2.263,2.0693,2.5178,3.1416
2020-01-08,2.881,5.2824,4.6424,11.3324,9.3324,7.3324,4.2124,3.2375,9.5948,7.5948,5.6297,3.5582,3.3362,2.8925,2.2069,2.0314,2.4872,3.1345
2020-01-09,2.867,5.2868,4.6468,11.3368,9.3368,7.3368,4.2168,3.2239,9.5709,7.5709,5.6215,3.5416,3.3443,2.9135,2.2122,2.0003,2.5107,3.1278
2020-01-10,2.864,5.2756,4.6356,11.3256,9.3256,7.3256,4.2056,3.2127,9.5703,7.5703,5.6061,3.5207,3.3229,2.9169,2.2106,2.075,2.4966,3.0937
2020-01-13,2.858,5.2789,4.6389,11.3289,9.3289,7.3289,4.2089,3.1938,9.5395,7.5395,5.5812,3.5,3.3058,2.9207,2.2411,2.0379,2.5018,3.0869
2020-01-14,2.862,5.2811,4.6411,11.3311,9.3311,7.3311,4.2111,3.2049,9.5171,7.5171,5.558,3.5034,3.3095,2.9414,2.2098,2.0706,2.4989,3.1014
2020-01-15,2.865,5.2687,4.6287,11.3187,9.3187,7.3187,4.1987,3.2148,9.5273,7.5273,5.5641,3.51,3.318,2.9767,2.1912,2.0845,2.5167,3.0939
2020-01-16,2.868,5.2548,4.6148,11.3048,9.3048,7.3048,4.1848,3.2236,9.5614,7.5614,5.5898,3.5154,3.3427,2.9725,2.1665,2.0584,2.4694,3.0939
2020-01-17,2.868,5.2418,4.6018,11.2918,9.2918,7.2918,4.1718,3.2105,9.5417,7.5417,5.5692,3.5025,3.3364,2.9658,2.2075,2.1458,2.5034,3.0922
2020-01-20,2.86,5.2246,4.5846,11.2746,9.2746,7.2746,4.1546,3.2007,9.4931,7.4931,5.553,3.4885,3.3355,3.001,2.1637,2.1199,2.4538,3.0608
2020-01-21,2.859,5.2108,4.5708,11.2608,9.2608,7.2608,4.1408,3.199,9.4968,7.4968,5.5528,3.5116,3.3316,2.9869,2.1189,2.026,2.4235,3.031
2020-01-22,2.858,5.2116,4.5716,11.2616,9.2616,7.2616,4.1416,3.1905,9.5118,7.5118,5.5369,3.494,3.308,2.9728,2.1418,2.0698,2.4528,3.0273
2020-01-23,2.858,5.1891,4.5491,11.2391,9.2391,7.2391,4.1191,3.1951,9.5128,7.5128,5.5373,3.4948,3.313,2.9461,2.0969,2.0223,2.4633,2.9953
2020-01-24,,,,,,,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,
2020-02-03,2.852,5.034,4.394,11.084,9.084,7.084,3.964,3.0488,9.3559,7.3559,5.3669,3.3216,3.1471,2.7649,1.8545,1.8072,2.2152,2.8255
2020-02-04,2.824,5.0165,4.3765,11.0665,9.0665,7.0665,3.9465,3.0694,9.3599,7.3599,5.4123,3.3354,3.1654,2.8689,1.9255,1.8103,2.2803,2.8573
2020-02-05,2.799,5.0195,4.3795,11.0695,9.0695,7.0695,3.9495,3.0736,9.369,7.369,5.4637,3.3646,3.1884,2.8868,1.9761,1.6922,2.2949,2.8465
2020-02-06,2.776,5.0165,4.3765,11.0665,9.0665,7.0665,3.9465,3.1013,9.3641,7.3641,5.4695,3.3935,3.2184,2.8516,1.9162,1.7095,2.275,2.8411
2020-02-07,2.753,5.0143,4.3743,11.0643,9.0643,7.0643,3.9443,3.0726,9.3997,7.3997,5.4569,3.4097,3.2065,2.8077,1.7969,1.6974,2.2794,2.8054
2020-02-10,2.723,5.0133,4.3733,11.0633,9.0633,7.0633,3.9433,3.0618,9.3625,7.3625,5.4444,3.3972,3.1973,2.7545,1.8434,1.6148,2.2222,2.8008
2020-02-11,2.679,4.9739,4.3339,11.0239,9.0239,7.0239,3.9039,3.0376,9.3453,7.3453,5.4193,3.3668,3.1994,2.7207,1.8948,1.6427,2.2628,2.8271
2020-02-12,2.639,4.9834,4.3434,11.0334,9.0334,7.0334,3.9134,3.035,9.3457,7.3457,5.4204,3.3738,3.1739,2.7133,1.8596,1.5876,2.2792,2.8337
2020-02-13,2.605,4.9405,4.3005,10.9905,8.9905,6.9905,3.9005,3.018,9.323,7.323,5.3994,3.3605,3.1417,2.6965,1.7029,1.6368,2.3005,2.8256
2020-02-14,2.565,4.8927,4.2527,10.9227,8.9227,6.9227,3.8727,2.9975,9.3028,7.3028,5.3754,3.3262,3.1179,2.678,1.7332,1.6671,2.3046,2.8628
2020-02-17,2.545,4.8635,4.2335,10.9035,8.9035,6.9035,3.8635,3.0127,9.2968,7.2968,5.3914,3.3235,3.1078,2.6911,1.8057,1.7019,2.3083,2.8997
2020-02-18,2.525,4.8517,4.2217,10.8917,8.8917,6.8917,3.8517,2.995,9.2886,7.2886,5.3804,3.3237,3.1054,2.6673,1.8083,1.7142,2.2978,2.8679
2020-02-19,2.51,4.8375,4.2075,10.8775,8.8775,6.8775,3.8475,2.969,9.2665,7.2665,5.3488,3.3192,3.0843,2.6703,1.8119,1.6891,2.2947,2.8732
2020-02-20,2.5,4.81,4.18,10.85,8.85,6.85,3.82,2.9485,9.2242,7.2242,5.3283,3.2944,3.0908,2.6779,1.8288,1.7251,2.252,2.9026
2020-02-21,2.489,4.7948,4.1648,10.8348,8.8348,6.8348,3.8048,2.946,9.2305,7.2305,5.3201,3.2722,3.0875,2.6768,1.8281,1.7319,2.2248,2.8616
2020-02-24,2.476,4.809,4.179,10.829,8.829,6.829,3.819,2.9363,9.2106,7.2106,5.3043,3.2394,3.0613,2.6594,1.8036,1.7776,2.2258,2.8219
2020-02-25,2.459,4.7866,4.1566,10.8066,8.8066,6.8066,3.7966,2.9229,9.1909,7.1909,5.2829,3.2078,3.0332,2.6476,1.8139,1.7321,2.2334,2.8194
2020-02-26,2.442,4.7721,4.1421,10.7921,8.7921,6.7921,3.7821,2.9182,9.1454,7.1454,5.2561,3.1847,3.0232,2.6397,1.8345,1.7199,2.2209,2.8096
2020-02-27,2.433,4.7644,4.1344,10.7844,8.7844,6.7844,3.7744,2.9109,9.1333,7.1333,5.2237,3.1625,2.9967,2.6215,1.847,1.7437,2.2317,2.7723
2020-02-28,2.429,4.7466,4.1166,10.7666,8.7666,6.7666,3.7566,2.8897,9.1124,7.1124,5.2001,3.1482,2.974,2.5904,1.8342,1.794,2.1758,2.7226
2020-03-02,2.408,4.7255,4.0955,10.7455,8.7455,6.7455,3.7355,2.8604,9.1142,7.1142,5.183,3.138,2.9715,2.5786,1.8602,1.7965,2.2269,2.7353
2020-03-03,2.375,4.7123,4.0823,10.7323,8.7323,6.7323,3.7223,2.8705,9.1215,7.1215,5.1794,3.1357,2.9611,2.5717,1.8717,1.753,2.2794,2.7453
2020-03-04,2.332,4.6894,4.0594,10.7094,8.7094,6.7094,3.6994,2.867,9.1096,7.1096,5.2051,3.1314,2.9736,2.5373,1.8595,1.7558,2.1644,2.6808
2020-03-05,2.29,4.7139,4.0839,10.7339,8.7339,6.7339,3.7239,2.8531,9.1146,7.1146,5.1715,3.1158,2.9607,2.4911,1.8407,1.7579,2.197,2.6808
2020-03-06,2.258,4.7468,4.1168,10.7668,8.7668,6.7668,3.7568,2.8265,9.1192,7.1192,5.1487,3.1006,2.9491,2.456,1.8607,1.7603,2.1354,2.6333
2020-03-09,2.238,4.6586,4.0486,10.6986,8.6986,6.6986,3.6686,2.7573,9.0396,7.0396,5.0802,3.0282,2.8829,2.3839,1.7816,1.6359,2.0674,2.5234
